state_abbreviation,county_name,study_year,center_type,development_stage,median_weekly_childcare_cost
VA,Patrick County,2015,Center,Toddler,100
VA,Patrick County,2015,Center,Preschool,100
VA,Patrick County,2016,Family,Infant,100
VA,Patrick County,2016,Family,Toddler,68.33
VA,Patrick County,2016,Family,Preschool,68.33
VA,Patrick County,2016,Center,Infant,136.67
VA,Patrick County,2016,Center,Toddler,105
VA,Patrick County,2016,Center,Preschool,105
VA,Patrick County,2017,Family,Infant,100
VA,Patrick County,2017,Family,Toddler,71.67
VA,Patrick County,2017,Family,Preschool,71.67
VA,Patrick County,2017,Center,Infant,138.33
VA,Patrick County,2017,Center,Toddler,110
VA,Patrick County,2017,Center,Preschool,110
VA,Patrick County,2018,Family,Infant,100
VA,Patrick County,2018,Family,Toddler,75
VA,Patrick County,2018,Family,Preschool,75
VA,Patrick County,2018,Center,Infant,140
VA,Patrick County,2018,Center,Toddler,115
VA,Patrick County,2018,Center,Preschool,115
VA,Pittsylvania County,2009,Family,Infant,73.5
VA,Pittsylvania County,2009,Family,Toddler,55
VA,Pittsylvania County,2009,Family,Preschool,55
VA,Pittsylvania County,2009,Center,Infant,100.5
VA,Pittsylvania County,2009,Center,Toddler,85
VA,Pittsylvania County,2009,Center,Preschool,85
VA,Pittsylvania County,2010,Family,Infant,75
VA,Pittsylvania County,2010,Family,Toddler,60
VA,Pittsylvania County,2010,Family,Preschool,60
VA,Pittsylvania County,2010,Center,Infant,107
VA,Pittsylvania County,2010,Center,Toddler,90
VA,Pittsylvania County,2010,Center,Preschool,90
VA,Pittsylvania County,2011,Family,Infant,76.5
VA,Pittsylvania County,2011,Family,Toddler,65
VA,Pittsylvania County,2011,Family,Preschool,65
VA,Pittsylvania County,2011,Center,Infant,113.5
VA,Pittsylvania County,2011,Center,Toddler,95
VA,Pittsylvania County,2011,Center,Preschool,95
VA,Pittsylvania County,2012,Family,Infant,78
VA,Pittsylvania County,2012,Family,Toddler,70
VA,Pittsylvania County,2012,Family,Preschool,70
VA,Pittsylvania County,2012,Center,Infant,120
VA,Pittsylvania County,2012,Center,Toddler,100
VA,Pittsylvania County,2012,Center,Preschool,100
VA,Pittsylvania County,2013,Family,Infant,82
VA,Pittsylvania County,2013,Family,Toddler,70
VA,Pittsylvania County,2013,Family,Preschool,70
VA,Pittsylvania County,2013,Center,Infant,125
VA,Pittsylvania County,2013,Center,Toddler,100
VA,Pittsylvania County,2013,Center,Preschool,100
VA,Pittsylvania County,2014,Family,Infant,86
VA,Pittsylvania County,2014,Family,Toddler,70
VA,Pittsylvania County,2014,Family,Preschool,70
VA,Pittsylvania County,2014,Center,Infant,130
VA,Pittsylvania County,2014,Center,Toddler,100
VA,Pittsylvania County,2014,Center,Preschool,100
VA,Pittsylvania County,2015,Family,Infant,90
VA,Pittsylvania County,2015,Family,Toddler,70
VA,Pittsylvania County,2015,Family,Preschool,70
VA,Pittsylvania County,2015,Center,Infant,135
VA,Pittsylvania County,2015,Center,Toddler,100
VA,Pittsylvania County,2015,Center,Preschool,100
VA,Pittsylvania County,2016,Family,Infant,93.33
VA,Pittsylvania County,2016,Family,Toddler,71.67
VA,Pittsylvania County,2016,Family,Preschool,71.67
VA,Pittsylvania County,2016,Center,Infant,136.67
VA,Pittsylvania County,2016,Center,Toddler,100
VA,Pittsylvania County,2016,Center,Preschool,100
VA,Pittsylvania County,2017,Family,Infant,96.67
VA,Pittsylvania County,2017,Family,Toddler,73.33
VA,Pittsylvania County,2017,Family,Preschool,73.33
VA,Pittsylvania County,2017,Center,Infant,138.33
VA,Pittsylvania County,2017,Center,Toddler,100
VA,Pittsylvania County,2017,Center,Preschool,100
VA,Pittsylvania County,2018,Family,Infant,100
VA,Pittsylvania County,2018,Family,Toddler,75
VA,Pittsylvania County,2018,Family,Preschool,75
VA,Pittsylvania County,2018,Center,Infant,140
VA,Pittsylvania County,2018,Center,Toddler,100
VA,Pittsylvania County,2018,Center,Preschool,100
VA,Powhatan County,2009,Family,Infant,140
VA,Powhatan County,2009,Family,Toddler,112.5
VA,Powhatan County,2009,Family,Preschool,112.5
VA,Powhatan County,2009,Center,Infant,197
VA,Powhatan County,2009,Center,Toddler,167.5
VA,Powhatan County,2009,Center,Preschool,167.5
VA,Powhatan County,2010,Family,Infant,140
VA,Powhatan County,2010,Family,Toddler,115
VA,Powhatan County,2010,Family,Preschool,115
VA,Powhatan County,2010,Center,Infant,202
VA,Powhatan County,2010,Center,Toddler,165
VA,Powhatan County,2010,Center,Preschool,165
VA,Powhatan County,2011,Family,Infant,140
VA,Powhatan County,2011,Family,Toddler,117.5
VA,Powhatan County,2011,Family,Preschool,117.5
VA,Powhatan County,2011,Center,Infant,207
VA,Powhatan County,2011,Center,Toddler,162.5
VA,Powhatan County,2011,Center,Preschool,162.5
VA,Powhatan County,2012,Family,Infant,140
VA,Powhatan County,2012,Family,Toddler,120
VA,Powhatan County,2012,Family,Preschool,120
VA,Powhatan County,2012,Center,Infant,212
VA,Powhatan County,2012,Center,Toddler,160
VA,Powhatan County,2012,Center,Preschool,160
VA,Powhatan County,2013,Family,Infant,143.33
VA,Powhatan County,2013,Family,Toddler,121.67
VA,Powhatan County,2013,Family,Preschool,121.67
VA,Powhatan County,2013,Center,Infant,211.33
VA,Powhatan County,2013,Center,Toddler,160
VA,Powhatan County,2013,Center,Preschool,160
VA,Powhatan County,2014,Family,Infant,146.67
VA,Powhatan County,2014,Family,Toddler,123.33
VA,Powhatan County,2014,Family,Preschool,123.33
VA,Powhatan County,2014,Center,Infant,210.67
VA,Powhatan County,2014,Center,Toddler,160
VA,Powhatan County,2014,Center,Preschool,160
VA,Powhatan County,2015,Family,Infant,150
VA,Powhatan County,2015,Family,Toddler,125
VA,Powhatan County,2015,Family,Preschool,125
VA,Powhatan County,2015,Center,Infant,210
VA,Powhatan County,2015,Center,Toddler,160
VA,Powhatan County,2015,Center,Preschool,160
VA,Powhatan County,2016,Family,Infant,153.33
VA,Powhatan County,2016,Family,Toddler,126.67
VA,Powhatan County,2016,Family,Preschool,126.67
VA,Powhatan County,2016,Center,Infant,210
VA,Powhatan County,2016,Center,Toddler,160
VA,Powhatan County,2016,Center,Preschool,160
VA,Powhatan County,2017,Family,Infant,156.67
VA,Powhatan County,2017,Family,Toddler,128.33
VA,Powhatan County,2017,Family,Preschool,128.33
VA,Powhatan County,2017,Center,Infant,210
VA,Powhatan County,2017,Center,Toddler,160
VA,Powhatan County,2017,Center,Preschool,160
VA,Powhatan County,2018,Family,Infant,160
VA,Powhatan County,2018,Family,Toddler,130
VA,Powhatan County,2018,Family,Preschool,130
VA,Powhatan County,2018,Center,Infant,210
VA,Powhatan County,2018,Center,Toddler,160
VA,Powhatan County,2018,Center,Preschool,160
VA,Prince Edward County,2009,Family,Infant,89.5
VA,Prince Edward County,2009,Family,Toddler,74
VA,Prince Edward County,2009,Family,Preschool,74
VA,Prince Edward County,2009,Center,Infant,129.5
VA,Prince Edward County,2009,Center,Toddler,110.5
VA,Prince Edward County,2009,Center,Preschool,110.5
VA,Prince Edward County,2010,Family,Infant,93
VA,Prince Edward County,2010,Family,Toddler,76
VA,Prince Edward County,2010,Family,Preschool,76
VA,Prince Edward County,2010,Center,Infant,125
VA,Prince Edward County,2010,Center,Toddler,110
VA,Prince Edward County,2010,Center,Preschool,110
VA,Prince Edward County,2011,Family,Infant,96.5
VA,Prince Edward County,2011,Family,Toddler,78
VA,Prince Edward County,2011,Family,Preschool,78
VA,Prince Edward County,2011,Center,Infant,120.5
VA,Prince Edward County,2011,Center,Toddler,109.5
VA,Prince Edward County,2011,Center,Preschool,109.5
VA,Prince Edward County,2012,Family,Infant,100
VA,Prince Edward County,2012,Family,Toddler,80
VA,Prince Edward County,2012,Family,Preschool,80
VA,Prince Edward County,2012,Center,Infant,116
VA,Prince Edward County,2012,Center,Toddler,109
VA,Prince Edward County,2012,Center,Preschool,109
VA,Prince Edward County,2013,Family,Infant,100
VA,Prince Edward County,2013,Family,Toddler,80
VA,Prince Edward County,2013,Family,Preschool,80
VA,Prince Edward County,2013,Center,Infant,117.33
VA,Prince Edward County,2013,Center,Toddler,109.33
VA,Prince Edward County,2013,Center,Preschool,109.33
VA,Prince Edward County,2014,Family,Infant,100
VA,Prince Edward County,2014,Family,Toddler,80
VA,Prince Edward County,2014,Family,Preschool,80
VA,Prince Edward County,2014,Center,Infant,118.67
VA,Prince Edward County,2014,Center,Toddler,109.67
VA,Prince Edward County,2014,Center,Preschool,109.67
VA,Prince Edward County,2015,Family,Infant,100
VA,Prince Edward County,2015,Family,Toddler,80
VA,Prince Edward County,2015,Family,Preschool,80
VA,Prince Edward County,2015,Center,Infant,120
VA,Prince Edward County,2015,Center,Toddler,110
VA,Prince Edward County,2015,Center,Preschool,110
VA,Prince Edward County,2016,Family,Infant,108.33
VA,Prince Edward County,2016,Family,Toddler,81.67
VA,Prince Edward County,2016,Family,Preschool,81.67
VA,Prince Edward County,2016,Center,Infant,123.33
VA,Prince Edward County,2016,Center,Toddler,110
VA,Prince Edward County,2016,Center,Preschool,110
VA,Prince Edward County,2017,Family,Infant,116.67
VA,Prince Edward County,2017,Family,Toddler,83.33
VA,Prince Edward County,2017,Family,Preschool,83.33
VA,Prince Edward County,2017,Center,Infant,126.67
VA,Prince Edward County,2017,Center,Toddler,110
VA,Prince Edward County,2017,Center,Preschool,110
VA,Prince Edward County,2018,Family,Infant,125
VA,Prince Edward County,2018,Family,Toddler,85
VA,Prince Edward County,2018,Family,Preschool,85
VA,Prince Edward County,2018,Center,Infant,130
VA,Prince Edward County,2018,Center,Toddler,110
VA,Prince Edward County,2018,Center,Preschool,110
VA,Prince George County,2009,Family,Infant,90
VA,Prince George County,2009,Family,Toddler,94
VA,Prince George County,2009,Family,Preschool,94
VA,Prince George County,2009,Center,Infant,128.5
VA,Prince George County,2009,Center,Toddler,98.5
VA,Prince George County,2009,Center,Preschool,98.5
VA,Prince George County,2010,Family,Infant,100
VA,Prince George County,2010,Family,Toddler,93
VA,Prince George County,2010,Family,Preschool,93
VA,Prince George County,2010,Center,Infant,133
VA,Prince George County,2010,Center,Toddler,103
VA,Prince George County,2010,Center,Preschool,103
VA,Prince George County,2011,Family,Infant,110
VA,Prince George County,2011,Family,Toddler,92
VA,Prince George County,2011,Family,Preschool,92
VA,Prince George County,2011,Center,Infant,137.5
VA,Prince George County,2011,Center,Toddler,107.5
VA,Prince George County,2011,Center,Preschool,107.5
VA,Prince George County,2012,Family,Infant,120
VA,Prince George County,2012,Family,Toddler,91
VA,Prince George County,2012,Family,Preschool,91
VA,Prince George County,2012,Center,Infant,142
VA,Prince George County,2012,Center,Toddler,112
VA,Prince George County,2012,Center,Preschool,112
VA,Prince George County,2013,Family,Infant,121.67
VA,Prince George County,2013,Family,Toddler,94
VA,Prince George County,2013,Family,Preschool,94
VA,Prince George County,2013,Center,Infant,146.33
VA,Prince George County,2013,Center,Toddler,114.67
VA,Prince George County,2013,Center,Preschool,114.67
VA,Prince George County,2014,Family,Infant,123.33
VA,Prince George County,2014,Family,Toddler,97
VA,Prince George County,2014,Family,Preschool,97
VA,Prince George County,2014,Center,Infant,150.67
VA,Prince George County,2014,Center,Toddler,117.33
VA,Prince George County,2014,Center,Preschool,117.33
VA,Prince George County,2015,Family,Infant,125
VA,Prince George County,2015,Family,Toddler,100
VA,Prince George County,2015,Family,Preschool,100
VA,Prince George County,2015,Center,Infant,155
VA,Prince George County,2015,Center,Toddler,120
VA,Prince George County,2015,Center,Preschool,120
VA,Prince George County,2016,Family,Infant,128.33
VA,Prince George County,2016,Family,Toddler,105
VA,Prince George County,2016,Family,Preschool,105
VA,Prince George County,2016,Center,Infant,160
VA,Prince George County,2016,Center,Toddler,123.33
VA,Prince George County,2016,Center,Preschool,123.33
VA,Prince George County,2017,Family,Infant,131.67
VA,Prince George County,2017,Family,Toddler,110
VA,Prince George County,2017,Family,Preschool,110
VA,Prince George County,2017,Center,Infant,165
VA,Prince George County,2017,Center,Toddler,126.67
VA,Prince George County,2017,Center,Preschool,126.67
VA,Prince George County,2018,Family,Infant,135
VA,Prince George County,2018,Family,Toddler,115
VA,Prince George County,2018,Family,Preschool,115
VA,Prince George County,2018,Center,Infant,170
VA,Prince George County,2018,Center,Toddler,130
VA,Prince George County,2018,Center,Preschool,130
VA,Prince William County,2009,Family,Infant,172.5
VA,Prince William County,2009,Family,Toddler,150
VA,Prince William County,2009,Family,Preschool,150
VA,Prince William County,2009,Center,Infant,222
VA,Prince William County,2009,Center,Toddler,187.5
VA,Prince William County,2009,Center,Preschool,187.5
VA,Prince William County,2010,Family,Infant,175
VA,Prince William County,2010,Family,Toddler,150
VA,Prince William County,2010,Family,Preschool,150
VA,Prince William County,2010,Center,Infant,230
VA,Prince William County,2010,Center,Toddler,195
VA,Prince William County,2010,Center,Preschool,195
VA,Prince William County,2011,Family,Infant,177.5
VA,Prince William County,2011,Family,Toddler,150
VA,Prince William County,2011,Family,Preschool,150
VA,Prince William County,2011,Center,Infant,238
VA,Prince William County,2011,Center,Toddler,202.5
VA,Prince William County,2011,Center,Preschool,202.5
VA,Prince William County,2012,Family,Infant,180
VA,Prince William County,2012,Family,Toddler,150
VA,Prince William County,2012,Family,Preschool,150
VA,Prince William County,2012,Center,Infant,246
VA,Prince William County,2012,Center,Toddler,210
VA,Prince William County,2012,Center,Preschool,210
VA,Prince William County,2013,Family,Infant,181.67
VA,Prince William County,2013,Family,Toddler,153.33
VA,Prince William County,2013,Family,Preschool,153.33
VA,Prince William County,2013,Center,Infant,252.33
VA,Prince William County,2013,Center,Toddler,210
VA,Prince William County,2013,Center,Preschool,210
VA,Prince William County,2014,Family,Infant,183.33
VA,Prince William County,2014,Family,Toddler,156.67
VA,Prince William County,2014,Family,Preschool,156.67
VA,Prince William County,2014,Center,Infant,258.67
VA,Prince William County,2014,Center,Toddler,210
VA,Prince William County,2014,Center,Preschool,210
VA,Prince William County,2015,Family,Infant,185
VA,Prince William County,2015,Family,Toddler,160
VA,Prince William County,2015,Family,Preschool,160
VA,Prince William County,2015,Center,Infant,265
VA,Prince William County,2015,Center,Toddler,210
VA,Prince William County,2015,Center,Preschool,210
VA,Prince William County,2016,Family,Infant,190
VA,Prince William County,2016,Family,Toddler,166.67
VA,Prince William County,2016,Family,Preschool,166.67
VA,Prince William County,2016,Center,Infant,281.67
VA,Prince William County,2016,Center,Toddler,225
VA,Prince William County,2016,Center,Preschool,225
VA,Prince William County,2017,Family,Infant,195
VA,Prince William County,2017,Family,Toddler,173.33
VA,Prince William County,2017,Family,Preschool,173.33
VA,Prince William County,2017,Center,Infant,298.33
VA,Prince William County,2017,Center,Toddler,240
VA,Prince William County,2017,Center,Preschool,240
VA,Prince William County,2018,Family,Infant,200
VA,Prince William County,2018,Family,Toddler,180
VA,Prince William County,2018,Family,Preschool,180
VA,Prince William County,2018,Center,Infant,315
VA,Prince William County,2018,Center,Toddler,255
VA,Prince William County,2018,Center,Preschool,255
VA,Pulaski County,2009,Family,Infant,72
VA,Pulaski County,2009,Family,Toddler,84.5
VA,Pulaski County,2009,Family,Preschool,84.5
VA,Pulaski County,2009,Center,Infant,108
VA,Pulaski County,2009,Center,Toddler,98.5
VA,Pulaski County,2009,Center,Preschool,98.5
VA,Pulaski County,2010,Family,Infant,78
VA,Pulaski County,2010,Family,Toddler,88
VA,Pulaski County,2010,Family,Preschool,88
VA,Pulaski County,2010,Center,Infant,112
VA,Pulaski County,2010,Center,Toddler,94
VA,Pulaski County,2010,Center,Preschool,94
VA,Pulaski County,2011,Family,Infant,84
VA,Pulaski County,2011,Family,Toddler,91.5
VA,Pulaski County,2011,Family,Preschool,91.5
VA,Pulaski County,2011,Center,Infant,116
VA,Pulaski County,2011,Center,Toddler,89.5
VA,Pulaski County,2011,Center,Preschool,89.5
VA,Pulaski County,2012,Family,Infant,90
VA,Pulaski County,2012,Family,Toddler,95
VA,Pulaski County,2012,Family,Preschool,95
VA,Pulaski County,2012,Center,Infant,120
VA,Pulaski County,2012,Center,Toddler,85
VA,Pulaski County,2012,Center,Preschool,85
VA,Pulaski County,2013,Family,Infant,93.33
VA,Pulaski County,2013,Family,Toddler,95
VA,Pulaski County,2013,Family,Preschool,95
VA,Pulaski County,2013,Center,Infant,125
VA,Pulaski County,2013,Center,Toddler,90
VA,Pulaski County,2013,Center,Preschool,90
VA,Pulaski County,2014,Family,Infant,96.67
VA,Pulaski County,2014,Family,Toddler,95
VA,Pulaski County,2014,Family,Preschool,95
VA,Pulaski County,2014,Center,Infant,130
VA,Pulaski County,2014,Center,Toddler,95
VA,Pulaski County,2014,Center,Preschool,95
VA,Pulaski County,2015,Family,Infant,100
VA,Pulaski County,2015,Family,Toddler,95
VA,Pulaski County,2015,Family,Preschool,95
VA,Pulaski County,2015,Center,Infant,135
VA,Pulaski County,2015,Center,Toddler,100
VA,Pulaski County,2015,Center,Preschool,100
VA,Pulaski County,2016,Family,Infant,100
VA,Pulaski County,2016,Family,Toddler,95
VA,Pulaski County,2016,Family,Preschool,95
VA,Pulaski County,2016,Center,Infant,136.67
VA,Pulaski County,2016,Center,Toddler,105
VA,Pulaski County,2016,Center,Preschool,105
VA,Pulaski County,2017,Family,Infant,100
VA,Pulaski County,2017,Family,Toddler,95
VA,Pulaski County,2017,Family,Preschool,95
VA,Pulaski County,2017,Center,Infant,138.33
VA,Pulaski County,2017,Center,Toddler,110
VA,Pulaski County,2017,Center,Preschool,110
VA,Pulaski County,2018,Family,Infant,100
VA,Pulaski County,2018,Family,Toddler,95
VA,Pulaski County,2018,Family,Preschool,95
VA,Pulaski County,2018,Center,Infant,140
VA,Pulaski County,2018,Center,Toddler,115
VA,Pulaski County,2018,Center,Preschool,115
VA,Rappahannock County,2009,Family,Infant,142.5
VA,Rappahannock County,2009,Family,Toddler,125
VA,Rappahannock County,2009,Family,Preschool,125
VA,Rappahannock County,2009,Center,Infant,175
VA,Rappahannock County,2009,Center,Toddler,145
VA,Rappahannock County,2009,Center,Preschool,145
VA,Rappahannock County,2010,Family,Infant,145
VA,Rappahannock County,2010,Family,Toddler,125
VA,Rappahannock County,2010,Family,Preschool,125
VA,Rappahannock County,2010,Center,Infant,180
VA,Rappahannock County,2010,Center,Toddler,150
VA,Rappahannock County,2010,Center,Preschool,150
VA,Rappahannock County,2011,Family,Infant,147.5
VA,Rappahannock County,2011,Family,Toddler,125
VA,Rappahannock County,2011,Family,Preschool,125
VA,Rappahannock County,2011,Center,Infant,185
VA,Rappahannock County,2011,Center,Toddler,155
VA,Rappahannock County,2011,Center,Preschool,155
VA,Rappahannock County,2012,Family,Infant,150
VA,Rappahannock County,2012,Family,Toddler,125
VA,Rappahannock County,2012,Family,Preschool,125
VA,Rappahannock County,2012,Center,Infant,190
VA,Rappahannock County,2012,Center,Toddler,160
VA,Rappahannock County,2012,Center,Preschool,160
VA,Rappahannock County,2013,Family,Infant,153.33
VA,Rappahannock County,2013,Family,Toddler,131.67
VA,Rappahannock County,2013,Family,Preschool,131.67
VA,Rappahannock County,2013,Center,Infant,195
VA,Rappahannock County,2013,Center,Toddler,160
VA,Rappahannock County,2013,Center,Preschool,160
VA,Rappahannock County,2014,Family,Infant,156.67
VA,Rappahannock County,2014,Family,Toddler,138.33
VA,Rappahannock County,2014,Family,Preschool,138.33
VA,Rappahannock County,2014,Center,Infant,200
VA,Rappahannock County,2014,Center,Toddler,160
VA,Rappahannock County,2014,Center,Preschool,160
VA,Rappahannock County,2015,Family,Infant,160
VA,Rappahannock County,2015,Family,Toddler,145
VA,Rappahannock County,2015,Family,Preschool,145
VA,Rappahannock County,2015,Center,Infant,205
VA,Rappahannock County,2015,Center,Toddler,160
VA,Rappahannock County,2015,Center,Preschool,160
VA,Rappahannock County,2016,Family,Infant,160
VA,Rappahannock County,2016,Family,Toddler,145
VA,Rappahannock County,2016,Family,Preschool,145
VA,Rappahannock County,2016,Center,Infant,205
VA,Rappahannock County,2016,Center,Toddler,161.67
VA,Rappahannock County,2016,Center,Preschool,161.67
VA,Rappahannock County,2017,Family,Infant,160
VA,Rappahannock County,2017,Family,Toddler,145
VA,Rappahannock County,2017,Family,Preschool,145
VA,Rappahannock County,2017,Center,Infant,205
VA,Rappahannock County,2017,Center,Toddler,163.33
VA,Rappahannock County,2017,Center,Preschool,163.33
VA,Rappahannock County,2018,Family,Infant,160
VA,Rappahannock County,2018,Family,Toddler,145
VA,Rappahannock County,2018,Family,Preschool,145
VA,Rappahannock County,2018,Center,Infant,205
VA,Rappahannock County,2018,Center,Toddler,165
VA,Rappahannock County,2018,Center,Preschool,165
VA,Richmond County,2009,Family,Infant,90
VA,Richmond County,2009,Family,Toddler,94
VA,Richmond County,2009,Family,Preschool,94
VA,Richmond County,2009,Center,Infant,128.5
VA,Richmond County,2009,Center,Toddler,93
VA,Richmond County,2009,Center,Preschool,93
VA,Richmond County,2010,Family,Infant,100
VA,Richmond County,2010,Family,Toddler,93
VA,Richmond County,2010,Family,Preschool,93
VA,Richmond County,2010,Center,Infant,133
VA,Richmond County,2010,Center,Toddler,103
VA,Richmond County,2010,Center,Preschool,103
VA,Richmond County,2011,Family,Infant,110
VA,Richmond County,2011,Family,Toddler,92
VA,Richmond County,2011,Family,Preschool,92
VA,Richmond County,2011,Center,Infant,137.5
VA,Richmond County,2011,Center,Toddler,113
VA,Richmond County,2011,Center,Preschool,113
VA,Richmond County,2012,Family,Infant,120
VA,Richmond County,2012,Family,Toddler,91
VA,Richmond County,2012,Family,Preschool,91
VA,Richmond County,2012,Center,Infant,142
VA,Richmond County,2012,Center,Toddler,123
VA,Richmond County,2012,Center,Preschool,123
VA,Richmond County,2013,Family,Infant,121.67
VA,Richmond County,2013,Family,Toddler,94
VA,Richmond County,2013,Family,Preschool,94
VA,Richmond County,2013,Center,Infant,146.33
VA,Richmond County,2013,Center,Toddler,123.67
VA,Richmond County,2013,Center,Preschool,123.67
VA,Richmond County,2014,Family,Infant,123.33
VA,Richmond County,2014,Family,Toddler,97
VA,Richmond County,2014,Family,Preschool,97
VA,Richmond County,2014,Center,Infant,150.67
VA,Richmond County,2014,Center,Toddler,124.33
VA,Richmond County,2014,Center,Preschool,124.33
VA,Richmond County,2015,Family,Infant,125
VA,Richmond County,2015,Family,Toddler,100
VA,Richmond County,2015,Family,Preschool,100
VA,Richmond County,2015,Center,Infant,155
VA,Richmond County,2015,Center,Toddler,125
VA,Richmond County,2015,Center,Preschool,125
VA,Richmond County,2016,Family,Infant,128.33
VA,Richmond County,2016,Family,Toddler,105
VA,Richmond County,2016,Family,Preschool,105
VA,Richmond County,2016,Center,Infant,160
VA,Richmond County,2016,Center,Toddler,126.67
VA,Richmond County,2016,Center,Preschool,126.67
VA,Richmond County,2017,Family,Infant,131.67
VA,Richmond County,2017,Family,Toddler,110
VA,Richmond County,2017,Family,Preschool,110
VA,Richmond County,2017,Center,Infant,165
VA,Richmond County,2017,Center,Toddler,128.33
VA,Richmond County,2017,Center,Preschool,128.33
VA,Richmond County,2018,Family,Infant,135
VA,Richmond County,2018,Family,Toddler,115
VA,Richmond County,2018,Family,Preschool,115
VA,Richmond County,2018,Center,Infant,170
VA,Richmond County,2018,Center,Toddler,130
VA,Richmond County,2018,Center,Preschool,130
VA,Roanoke County,2009,Family,Infant,125
VA,Roanoke County,2009,Family,Toddler,93.5
VA,Roanoke County,2009,Family,Preschool,93.5
VA,Roanoke County,2009,Center,Infant,195.5
VA,Roanoke County,2009,Center,Toddler,142.5
VA,Roanoke County,2009,Center,Preschool,142.5
VA,Roanoke County,2010,Family,Infant,125
VA,Roanoke County,2010,Family,Toddler,100
VA,Roanoke County,2010,Family,Preschool,100
VA,Roanoke County,2010,Center,Infant,196
VA,Roanoke County,2010,Center,Toddler,141
VA,Roanoke County,2010,Center,Preschool,141
VA,Roanoke County,2011,Family,Infant,125
VA,Roanoke County,2011,Family,Toddler,106.5
VA,Roanoke County,2011,Family,Preschool,106.5
VA,Roanoke County,2011,Center,Infant,196.5
VA,Roanoke County,2011,Center,Toddler,139.5
VA,Roanoke County,2011,Center,Preschool,139.5
VA,Roanoke County,2012,Family,Infant,125
VA,Roanoke County,2012,Family,Toddler,113
VA,Roanoke County,2012,Family,Preschool,113
VA,Roanoke County,2012,Center,Infant,197
VA,Roanoke County,2012,Center,Toddler,138
VA,Roanoke County,2012,Center,Preschool,138
VA,Roanoke County,2013,Family,Infant,126.67
VA,Roanoke County,2013,Family,Toddler,117
VA,Roanoke County,2013,Family,Preschool,117
VA,Roanoke County,2013,Center,Infant,201.33
VA,Roanoke County,2013,Center,Toddler,140.33
VA,Roanoke County,2013,Center,Preschool,140.33
VA,Roanoke County,2014,Family,Infant,128.33
VA,Roanoke County,2014,Family,Toddler,121
VA,Roanoke County,2014,Family,Preschool,121
VA,Roanoke County,2014,Center,Infant,205.67
VA,Roanoke County,2014,Center,Toddler,142.67
VA,Roanoke County,2014,Center,Preschool,142.67
VA,Roanoke County,2015,Family,Infant,130
VA,Roanoke County,2015,Family,Toddler,125
VA,Roanoke County,2015,Family,Preschool,125
VA,Roanoke County,2015,Center,Infant,210
VA,Roanoke County,2015,Center,Toddler,145
VA,Roanoke County,2015,Center,Preschool,145
VA,Roanoke County,2016,Family,Infant,131.67
VA,Roanoke County,2016,Family,Toddler,125
VA,Roanoke County,2016,Family,Preschool,125
VA,Roanoke County,2016,Center,Infant,208.33
VA,Roanoke County,2016,Center,Toddler,146.67
VA,Roanoke County,2016,Center,Preschool,146.67
VA,Roanoke County,2017,Family,Infant,133.33
VA,Roanoke County,2017,Family,Toddler,125
VA,Roanoke County,2017,Family,Preschool,125
VA,Roanoke County,2017,Center,Infant,206.67
VA,Roanoke County,2017,Center,Toddler,148.33
VA,Roanoke County,2017,Center,Preschool,148.33
VA,Roanoke County,2018,Family,Infant,135
VA,Roanoke County,2018,Family,Toddler,125
VA,Roanoke County,2018,Family,Preschool,125
VA,Roanoke County,2018,Center,Infant,205
VA,Roanoke County,2018,Center,Toddler,150
VA,Roanoke County,2018,Center,Preschool,150
VA,Rockbridge County,2009,Family,Infant,110
VA,Rockbridge County,2009,Family,Toddler,88
VA,Rockbridge County,2009,Family,Preschool,88
VA,Rockbridge County,2009,Center,Infant,140
VA,Rockbridge County,2009,Center,Toddler,117.5
VA,Rockbridge County,2009,Center,Preschool,117.5
VA,Rockbridge County,2010,Family,Infant,110
VA,Rockbridge County,2010,Family,Toddler,92
VA,Rockbridge County,2010,Family,Preschool,92
VA,Rockbridge County,2010,Center,Infant,140
VA,Rockbridge County,2010,Center,Toddler,120
VA,Rockbridge County,2010,Center,Preschool,120
VA,Rockbridge County,2011,Family,Infant,110
VA,Rockbridge County,2011,Family,Toddler,96
VA,Rockbridge County,2011,Family,Preschool,96
VA,Rockbridge County,2011,Center,Infant,140
VA,Rockbridge County,2011,Center,Toddler,122.5
VA,Rockbridge County,2011,Center,Preschool,122.5
VA,Rockbridge County,2012,Family,Infant,110
VA,Rockbridge County,2012,Family,Toddler,100
VA,Rockbridge County,2012,Family,Preschool,100
VA,Rockbridge County,2012,Center,Infant,140
VA,Rockbridge County,2012,Center,Toddler,125
VA,Rockbridge County,2012,Center,Preschool,125
VA,Rockbridge County,2013,Family,Infant,120
VA,Rockbridge County,2013,Family,Toddler,103.33
VA,Rockbridge County,2013,Family,Preschool,103.33
VA,Rockbridge County,2013,Center,Infant,148.33
VA,Rockbridge County,2013,Center,Toddler,130
VA,Rockbridge County,2013,Center,Preschool,130
VA,Rockbridge County,2014,Family,Infant,130
VA,Rockbridge County,2014,Family,Toddler,106.67
VA,Rockbridge County,2014,Family,Preschool,106.67
VA,Rockbridge County,2014,Center,Infant,156.67
VA,Rockbridge County,2014,Center,Toddler,135
VA,Rockbridge County,2014,Center,Preschool,135
